0.96,29.3,4.36
0.73,38.89,6.43
0.65,32.5,4.60
0.95,40.2,3.86
0.58,22.8,4.42
1.18,32.2,3.81
0.82,28.1,4.65
0.63,5,3.59
0.85,23.3,5.64
0.93,29.5,4.46
